,movieId,weightedRating,similarityIndex,score,title,year
420,1223,25.0,6.0,4.166666666666667,"Grand Day Out with Wallace and Gromit, A",1989
421,27773,25.0,6.0,4.166666666666667,Old Boy,2003
422,246,12.5,3.0,4.166666666666667,Hoop Dreams,1994
423,916,12.5,3.0,4.166666666666667,Roman Holiday,1953
424,3435,12.5,3.0,4.166666666666667,Double Indemnity,1944
425,1227,12.5,3.0,4.166666666666667,Once Upon a Time in America,1984
426,58,12.5,3.0,4.166666666666667,"Postman, The (Postino, Il)",1994
427,1263,25.000000000000004,6.000000000000001,4.166666666666667,"Deer Hunter, The",1978
428,71535,12.5,3.0,4.166666666666667,Zombieland,2009
429,7361,50.0,12.0,4.166666666666667,Eternal Sunshine of the Spotless Mind,2004
430,3033,12.500000000000002,3.0000000000000004,4.166666666666667,Spaceballs,1987
431,7925,12.5,3.0,4.166666666666667,"Hidden Fortress, The (Kakushi-toride no san-akunin)",1958
432,6350,29.000000000000004,7.000000000000001,4.142857142857143,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta),1986
433,4979,29.0,7.0,4.142857142857143,"Royal Tenenbaums, The",2001
434,2302,29.0,7.0,4.142857142857143,My Cousin Vinny,1992
435,2000,29.0,7.0,4.142857142857143,Lethal Weapon,1987
436,593,149.0,36.0,4.138888888888889,"Silence of the Lambs, The",1991
437,111,62.00000000000001,15.000000000000002,4.133333333333334,Taxi Driver,1976
438,4002,16.5,4.0,4.125,"Planes, Trains & Automobiles",1987
439,3911,16.5,4.0,4.125,Best in Show,2000
440,5418,33.0,8.0,4.125,"Bourne Identity, The",2002
441,59315,16.5,4.0,4.125,Iron Man,2008
442,3160,16.5,4.0,4.125,Magnolia,1999
443,235,49.5,12.0,4.125,Ed Wood,1994
444,2959,86.5,21.000000000000004,4.119047619047619,Fight Club,1999
445,1270,70.0,17.0,4.117647058823529,Back to the Future,1985
446,1089,53.50000000000001,13.000000000000002,4.115384615384615,Reservoir Dogs,1992
447,924,37.0,9.0,4.111111111111111,2001: A Space Odyssey,1968
448,44195,20.5,5.0,4.1,Thank You for Smoking,2006
449,4973,61.50000000000001,15.000000000000002,4.1,"Amelie (Fabuleux destin d'Amélie Poulain, Le)",2001
450,44555,20.5,5.0,4.1,"Lives of Others, The (Das leben der Anderen)",2006
451,1262,20.5,5.0,4.1,"Great Escape, The",1963
452,7153,82.0,20.0,4.1,"Lord of the Rings: The Return of the King, The",2003
453,1196,102.5,25.0,4.1,Star Wars: Episode V - The Empire Strikes Back,1980
454,1206,41.0,10.0,4.1,"Clockwork Orange, A",1971
455,72998,20.5,5.0,4.1,Avatar,2009
456,8970,20.5,5.0,4.1,Finding Neverland,2004
457,475,24.5,6.0,4.083333333333333,In the Name of the Father,1993
458,1136,61.00000000000001,15.000000000000002,4.066666666666666,Monty Python and the Holy Grail,1975
459,260,122.0,30.0,4.066666666666666,Star Wars: Episode IV - A New Hope,1977
460,750,61.00000000000001,15.000000000000002,4.066666666666666,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964
461,1222,32.5,8.0,4.0625,Full Metal Jacket,1987
462,541,73.0,18.0,4.055555555555555,Blade Runner,1982
463,1682,40.5,10.0,4.05,"Truman Show, The",1998
464,4027,44.50000000000001,11.000000000000002,4.045454545454546,"O Brother, Where Art Thou?",2000
465,4993,93.0,23.0,4.043478260869565,"Lord of the Rings: The Fellowship of the Ring, The",2001
466,36,48.5,12.0,4.041666666666667,Dead Man Walking,1995
467,1080,48.5,12.0,4.041666666666667,Monty Python's Life of Brian,1979
468,608,105.0,26.0,4.038461538461538,Fargo,1996
469,1732,56.50000000000001,14.000000000000002,4.035714285714286,"Big Lebowski, The",1998
470,3255,12.0,3.0,4.0,"League of Their Own, A",1992
471,105,12.0,3.0,4.0,"Bridges of Madison County, The",1995
472,7773,4.0,1.0,4.0,"Bang, Bang, You're Dead",2002
473,7371,4.0,1.0,4.0,Dogville,2003
474,74458,12.000000000000002,3.0000000000000004,4.0,Shutter Island,2010
475,3254,4.0,1.0,4.0,Wayne's World 2,1993
476,1945,4.0,1.0,4.0,On the Waterfront,1954
477,1957,4.000000000000001,1.0000000000000002,4.0,Chariots of Fire,1981
478,3271,4.0,1.0,4.0,Of Mice and Men,1992
479,3300,12.0,3.0,4.0,Pitch Black,2000
480,343,4.0,1.0,4.0,"Baby-Sitters Club, The",1995
481,1895,4.0,1.0,4.0,Can't Hardly Wait,1998
482,347,4.0,1.0,4.0,Bitter Moon,1992
483,3203,8.0,2.0,4.0,Dead Calm,1989
484,3186,4.000000000000001,1.0000000000000002,4.0,"Girl, Interrupted",1999
485,3475,4.0,1.0,4.0,"Place in the Sun, A",1951
486,3551,4.000000000000001,1.0000000000000002,4.0,Marathon Man,1976
487,3546,4.0,1.0,4.0,What Ever Happened to Baby Jane?,1962
488,3461,4.000000000000001,1.0000000000000002,4.0,Lord of the Flies,1963
489,3438,4.0,1.0,4.0,Teenage Mutant Ninja Turtles,1990
490,60950,4.0,1.0,4.0,Vicky Cristina Barcelona,2008
491,74450,4.0,1.0,4.0,Valentine's Day,2010
492,74156,4.0,1.0,4.0,Edge of Darkness,2010
493,461,4.0,1.0,4.0,Go Fish,1994
494,459,4.0,1.0,4.0,"Getaway, The",1994
495,1837,4.0,1.0,4.0,"Odd Couple II, The",1998
496,3316,4.0,1.0,4.0,Reindeer Games,2000
497,27904,8.000000000000002,2.0000000000000004,4.0,"Scanner Darkly, A",2006
498,3051,4.0,1.0,4.0,Anywhere But Here,1999
499,3032,4.000000000000001,1.0000000000000002,4.0,"Omega Man, The",1971
500,73023,4.000000000000001,1.0000000000000002,4.0,Crazy Heart,2009
501,8983,12.0,3.0,4.0,House of Flying Daggers (Shi mian mai fu),2004
502,8974,4.0,1.0,4.0,"SpongeBob SquarePants Movie, The",2004
503,8958,4.0,1.0,4.0,Ray,2004
504,2010,4.000000000000001,1.0000000000000002,4.0,Metropolis,1927
505,3146,4.0,1.0,4.0,Deuce Bigalow: Male Gigolo,1999
506,96,4.0,1.0,4.0,In the Bleak Midwinter,1995
507,7762,4.000000000000001,1.0000000000000002,4.0,"Tinker, Tailor, Soldier, Spy",1979
508,7728,4.0,1.0,4.0,"Postman Always Rings Twice, The",1946
509,3178,4.0,1.0,4.0,"Hurricane, The",1999
510,73321,4.0,1.0,4.0,"Book of Eli, The",2010
511,3088,4.0,1.0,4.0,Harvey,1950
512,62434,4.0,1.0,4.0,Zack and Miri Make a Porno,2008
513,62374,8.0,2.0,4.0,Body of Lies,2008
514,62336,4.0,1.0,4.0,FLCL,2000
515,62250,4.000000000000001,1.0000000000000002,4.0,Gomorrah (Gomorra),2008
516,839,4.000000000000001,1.0000000000000002,4.0,"Crow: City of Angels, The",1996
517,837,4.0,1.0,4.0,Matilda,1996
518,81564,4.0,1.0,4.0,Megamind,2010
519,2003,20.0,5.0,4.0,Gremlins,1984
520,1991,4.0,1.0,4.0,Child's Play,1988
521,2042,4.0,1.0,4.0,D2: The Mighty Ducks,1994
522,2025,4.0,1.0,4.0,Lolita,1997
523,73860,4.0,1.0,4.0,Nowhere Boy,2009
524,1816,4.0,1.0,4.0,Two Girls and a Guy,1997
525,3262,4.000000000000001,1.0000000000000002,4.0,Twin Peaks: Fire Walk with Me,1992
526,7384,4.000000000000001,1.0000000000000002,4.0,Since Otar Left (Depuis qu'Otar est parti...),2003
527,3545,4.0,1.0,4.0,Cabaret,1972
528,57669,16.000000000000004,4.000000000000001,4.0,In Bruges,2008
529,57368,4.000000000000001,1.0000000000000002,4.0,Cloverfield,2008
530,56715,4.000000000000001,1.0000000000000002,4.0,Wristcutters: A Love Story,2006
531,3506,4.0,1.0,4.0,North Dallas Forty,1979
532,3802,4.000000000000001,1.0000000000000002,4.0,Freejack,1992
533,3969,8.0,2.0,4.0,Pay It Forward,2000
534,3741,4.0,1.0,4.0,Badlands,1973
535,1810,4.0,1.0,4.0,Primary Colors,1998
536,1648,4.0,1.0,4.0,"House of Yes, The",1997
537,1645,12.0,3.0,4.0,"Devil's Advocate, The",1997
538,3868,12.0,3.0,4.0,"Naked Gun: From the Files of Police Squad!, The",1988
539,60072,4.0,1.0,4.0,Wanted,2008
540,89260,4.000000000000001,1.0000000000000002,4.0,Project Nim,2011
541,3730,4.000000000000001,1.0000000000000002,4.0,"Conversation, The",1974
542,3635,4.0,1.0,4.0,"Spy Who Loved Me, The",1977
543,3632,4.0,1.0,4.0,Monsieur Verdoux,1947
544,3624,4.0,1.0,4.0,Shanghai Noon,2000
545,92643,4.000000000000001,1.0000000000000002,4.0,Monsieur Lazhar,2011
546,91529,8.0,2.0,4.0,"Dark Knight Rises, The",2012
547,7036,4.0,1.0,4.0,Teen Wolf,1985
548,4005,4.0,1.0,4.0,"Living Daylights, The",1987
549,3984,4.0,1.0,4.0,Diamonds Are Forever,1971
550,39183,4.0,1.0,4.0,Brokeback Mountain,2005
551,7139,4.0,1.0,4.0,In America,2002
552,7124,4.000000000000001,1.0000000000000002,4.0,Grass,1999
553,7114,4.000000000000001,1.0000000000000002,4.0,"Collector, The",1965
554,90057,4.000000000000001,1.0000000000000002,4.0,Take Shelter,2011
555,80693,4.0,1.0,4.0,It's Kind of a Funny Story,2010
556,59501,4.0,1.0,4.0,"Chronicles of Narnia: Prince Caspian, The",2008
557,59369,12.000000000000002,3.0000000000000004,4.0,Taken,2008
558,3467,4.0,1.0,4.0,Hud,1963
559,3479,4.000000000000001,1.0000000000000002,4.0,Ladyhawke,1985
560,3476,8.0,2.0,4.0,Jacob's Ladder,1990
561,27790,4.0,1.0,4.0,Millions,2004
562,31878,16.0,4.0,4.0,Kung Fu Hustle (Gong fu),2004
563,97306,4.000000000000001,1.0000000000000002,4.0,Seven Psychopaths,2012
564,97132,4.000000000000001,1.0000000000000002,4.0,Urbanized,2011
565,8949,16.0,4.0,4.0,Sideways,2004
566,8917,8.0,2.0,4.0,Team America: World Police,2004
567,26485,4.0,1.0,4.0,Rumble Fish,1983
568,7156,4.000000000000001,1.0000000000000002,4.0,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",2003
569,88,8.0,2.0,4.0,Black Sheep,1996
570,85,8.0,2.0,4.0,Angels and Insects,1995
571,83,4.0,1.0,4.0,Once Upon a Time... When We Were Colored,1995
572,83293,4.000000000000001,1.0000000000000002,4.0,Waste Land,2010
573,781,4.0,1.0,4.0,Stealing Beauty,1996
574,7319,4.0,1.0,4.0,Club Dread,2004
575,7317,4.0,1.0,4.0,EuroTrip,2004
576,7265,4.0,1.0,4.0,"Dreamers, The",2003
577,83132,4.000000000000001,1.0000000000000002,4.0,"Secret World of Arrietty, The (Kari-gurashi no Arietti)",2010
578,77455,8.000000000000002,2.0000000000000004,4.0,Exit Through the Gift Shop,2010
579,76210,4.0,1.0,4.0,Defendor,2009
580,75813,4.0,1.0,4.0,Leaves of Grass,2009
581,74851,4.0,1.0,4.0,From Paris with Love,2010
582,7163,4.000000000000001,1.0000000000000002,4.0,Paycheck,2003
583,26326,4.0,1.0,4.0,"Holy Mountain, The (Montaña sagrada, La)",1973
584,159,4.0,1.0,4.0,Clockers,1995
585,155,4.0,1.0,4.0,Beyond Rangoon,1995
586,8167,4.0,1.0,4.0,Captain Blood,1935
587,2580,8.0,2.0,4.0,Go,1999
588,2558,4.0,1.0,4.0,Forces of Nature,1999
589,2528,4.000000000000001,1.0000000000000002,4.0,Logan's Run,1976
590,452,4.0,1.0,4.0,Widows' Peak,1994
591,446,4.000000000000001,1.0000000000000002,4.0,Farewell My Concubine (Ba wang bie ji),1993
592,2273,12.0,3.0,4.0,Rush Hour,1998
593,2351,8.0,2.0,4.0,"Nights of Cabiria (Notti di Cabiria, Le)",1957
594,87930,4.000000000000001,1.0000000000000002,4.0,Page One: Inside the New York Times,2011
595,1057,4.0,1.0,4.0,Everyone Says I Love You,1996
596,1049,4.0,1.0,4.0,"Ghost and the Darkness, The",1996
597,80906,8.000000000000002,2.0000000000000004,4.0,Inside Job,2010
598,2469,4.0,1.0,4.0,Peggy Sue Got Married,1986
599,2437,4.000000000000001,1.0000000000000002,4.0,Wilde,1997
600,69951,8.0,2.0,4.0,"Imaginarium of Doctor Parnassus, The",2009
601,69746,4.0,1.0,4.0,Watchmen: Tales of the Black Freighter,2009
602,66934,4.0,1.0,4.0,Dr. Horrible's Sing-Along Blog,2008
603,2506,4.0,1.0,4.0,"Other Sister, The",1999
604,2615,4.0,1.0,4.0,My Science Project,1985
605,2594,4.000000000000001,1.0000000000000002,4.0,Open Your Eyes (Abre los ojos),1997
606,2589,4.0,1.0,4.0,Friends & Lovers,1999
607,950,4.0,1.0,4.0,"Thin Man, The",1934
608,934,4.0,1.0,4.0,Father of the Bride,1950
609,933,4.0,1.0,4.0,To Catch a Thief,1955
610,86332,4.0,1.0,4.0,Thor,2011
611,954,4.0,1.0,4.0,Mr. Smith Goes to Washington,1939
612,2504,4.0,1.0,4.0,200 Cigarettes,1999
613,2502,32.0,8.0,4.0,Office Space,1999
614,2499,4.0,1.0,4.0,God Said 'Ha!',1998
615,2495,4.0,1.0,4.0,"Fantastic Planet, The (Planète sauvage, La)",1973
616,2485,4.0,1.0,4.0,She's All That,1999
617,2348,4.000000000000001,1.0000000000000002,4.0,Sid and Nancy,1986
618,2347,4.0,1.0,4.0,"Pope of Greenwich Village, The",1984
619,2342,4.0,1.0,4.0,Hard Core Logo,1996
620,2337,4.000000000000001,1.0000000000000002,4.0,Velvet Goldmine,1998
621,2333,4.000000000000001,1.0000000000000002,4.0,Gods and Monsters,1998
622,2401,4.0,1.0,4.0,Pale Rider,1985
623,2393,4.0,1.0,4.0,Star Trek: Insurrection,1998
624,2296,4.000000000000001,1.0000000000000002,4.0,"Night at the Roxbury, A",1998
625,33004,4.000000000000001,1.0000000000000002,4.0,"Hitchhiker's Guide to the Galaxy, The",2005
626,390,4.000000000000001,1.0000000000000002,4.0,Faster Pussycat! Kill! Kill!,1965
627,98126,4.000000000000001,1.0000000000000002,4.0,Capital (Le capital),2012
628,6249,4.0,1.0,4.0,Boat Trip,2003
629,100843,4.000000000000001,1.0000000000000002,4.0,Oh Boy (A Coffee in Berlin),2012
630,674,4.000000000000001,1.0000000000000002,4.0,Barbarella,1968
631,670,4.0,1.0,4.0,"World of Apu, The (Apur Sansar)",1959
632,6373,12.0,3.0,4.0,Bruce Almighty,2003
633,6370,8.0,2.0,4.0,"Spanish Apartment, The (L'auberge espagnole)",2002
634,82461,4.0,1.0,4.0,Tron: Legacy,2010
635,82167,4.0,1.0,4.0,Love and Other Drugs,2010
636,32019,4.0,1.0,4.0,Be Cool,2005
637,32017,4.0,1.0,4.0,"Pacifier, The",2005
638,33166,4.000000000000001,1.0000000000000002,4.0,Crash,2004
639,33162,8.0,2.0,4.0,Kingdom of Heaven,2005
640,2282,4.0,1.0,4.0,Pecker,1998
641,2124,4.0,1.0,4.0,"Addams Family, The",1991
642,2117,4.0,1.0,4.0,1984 (Nineteen Eighty-Four),1984
643,428,4.0,1.0,4.0,"Bronx Tale, A",1993
644,72405,4.0,1.0,4.0,Bad Lieutenant: Port of Call New Orleans,2009
645,2759,4.0,1.0,4.0,Dick,1999
646,2745,4.0,1.0,4.0,"Mission, The",1986
647,2732,4.0,1.0,4.0,Jules and Jim (Jules et Jim),1961
648,2731,4.0,1.0,4.0,"400 Blows, The (Les quatre cents coups)",1959
649,2846,4.000000000000001,1.0000000000000002,4.0,"Adventures of Milo and Otis, The (Koneko monogatari)",1986
650,38095,4.000000000000001,1.0000000000000002,4.0,"Bittersweet Life, A (Dalkomhan insaeng)",2005
651,38038,24.000000000000004,6.000000000000001,4.0,Wallace & Gromit in The Curse of the Were-Rabbit,2005
652,37736,4.0,1.0,4.0,Oliver Twist,2005
653,37733,4.0,1.0,4.0,"History of Violence, A",2005
654,85394,4.000000000000001,1.0000000000000002,4.0,Cave of Forgotten Dreams,2010
655,2105,16.0,4.0,4.0,Tron,1982
656,2020,8.0,2.0,4.0,Dangerous Liaisons,1988
657,362,20.0,5.0,4.0,"Jungle Book, The",1994
658,422,8.0,2.0,4.0,Blink,1994
659,421,4.0,1.0,4.0,Black Beauty,1994
660,2975,4.0,1.0,4.0,"Best Man, The",1999
661,3072,4.000000000000001,1.0000000000000002,4.0,Moonstruck,1987
662,2919,4.000000000000001,1.0000000000000002,4.0,"Year of Living Dangerously, The",1982
663,8014,12.000000000000002,3.0000000000000004,4.0,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",2003
664,7990,4.000000000000001,1.0000000000000002,4.0,Rock 'N' Roll High School,1979
665,7982,4.0,1.0,4.0,"Tale of Two Sisters, A (Janghwa, Hongryeon)",2003
666,81158,8.000000000000002,2.0000000000000004,4.0,Restrepo,2010
667,7044,4.0,1.0,4.0,Wild at Heart,1990
668,80831,4.000000000000001,1.0000000000000002,4.0,Let Me In,2010
669,2108,8.000000000000002,2.0000000000000004,4.0,L.A. Story,1991
670,7847,4.000000000000001,1.0000000000000002,4.0,"Peanut Butter Solution, The",1985
671,7842,4.000000000000001,1.0000000000000002,4.0,Dune,2000
672,8338,4.000000000000001,1.0000000000000002,4.0,Black Narcissus,1947
673,8254,4.000000000000001,1.0000000000000002,4.0,Arizona Dream,1993
674,8228,8.0,2.0,4.0,"Maltese Falcon, The (a.k.a. Dangerous Female)",1931
675,8169,8.0,2.0,4.0,*batteries not included,1987
676,2843,4.0,1.0,4.0,"Black Cat, White Cat (Crna macka, beli macor)",1998
677,2810,4.000000000000001,1.0000000000000002,4.0,Perfect Blue,1997
678,2806,8.0,2.0,4.0,Teaching Mrs. Tingle,1999
679,2174,20.000000000000004,5.000000000000001,4.0,Beetlejuice,1988
680,8623,4.0,1.0,4.0,Roxanne,1987
681,8607,4.0,1.0,4.0,Tokyo Godfathers,2003
682,8507,4.0,1.0,4.0,Freaks,1932
683,2125,4.000000000000001,1.0000000000000002,4.0,Ever After: A Cinderella Story,1998
684,8905,4.0,1.0,4.0,1492: Conquest of Paradise,1992
685,8873,4.0,1.0,4.0,"Motorcycle Diaries, The (Diarios de motocicleta)",2004
686,80241,4.0,1.0,4.0,Going the Distance,2010
687,907,4.0,1.0,4.0,"Gay Divorcee, The",1934
688,2686,4.000000000000001,1.0000000000000002,4.0,"Red Violin, The (Violon rouge, Le)",1998
689,2681,4.0,1.0,4.0,Free Enterprise,1998
690,2678,4.0,1.0,4.0,Desert Blue,1999
691,2672,4.000000000000001,1.0000000000000002,4.0,"Thirteenth Floor, The",1999
692,7979,4.0,1.0,4.0,Monterey Pop,1968
693,7944,4.000000000000001,1.0000000000000002,4.0,"Night of the Iguana, The",1964
694,2940,4.0,1.0,4.0,Gilda,1946
695,2935,4.0,1.0,4.0,"Lady Eve, The",1941
696,2799,4.0,1.0,4.0,Problem Child 2,1991
697,64614,4.000000000000001,1.0000000000000002,4.0,Gran Torino,2008
698,8485,4.000000000000001,1.0000000000000002,4.0,Samsara,2001
699,1256,4.0,1.0,4.0,Duck Soup,1933
700,1253,4.0,1.0,4.0,"Day the Earth Stood Still, The",1951
701,1280,4.000000000000001,1.0000000000000002,4.0,Raise the Red Lantern (Da hong deng long gao gao gua),1991
702,46976,8.0,2.0,4.0,Stranger than Fiction,2006
703,6863,8.0,2.0,4.0,School of Rock,2003
704,6811,8.0,2.0,4.0,PCU,1994
705,6789,4.000000000000001,1.0000000000000002,4.0,"Apartment, The (Appartement, L')",1996
706,6669,4.000000000000001,1.0000000000000002,4.0,Ikiru,1952
707,6645,4.0,1.0,4.0,THX 1138,1971
708,5230,4.0,1.0,4.0,"Paleface, The",1948
709,5223,4.0,1.0,4.0,Pauline & Paulette (Pauline en Paulette),2001
710,5139,4.0,1.0,4.0,"Bad News Bears, The",1976
711,1235,4.000000000000001,1.0000000000000002,4.0,Harold and Maude,1971
712,1635,4.000000000000001,1.0000000000000002,4.0,"Ice Storm, The",1997
713,1218,4.0,1.0,4.0,"Killer, The (Die xue shuang xiong)",1989
714,1248,4.0,1.0,4.0,Touch of Evil,1958
715,1226,4.0,1.0,4.0,"Quiet Man, The",1952
716,5367,4.000000000000001,1.0000000000000002,4.0,My Beautiful Laundrette,1985
717,5102,4.0,1.0,4.0,Rookie of the Year,1993
718,5101,4.0,1.0,4.0,Richard Pryor Here and Now,1983
719,5072,8.000000000000002,2.0000000000000004,4.0,Metropolis,2001
720,5065,4.0,1.0,4.0,"Mothman Prophecies, The",2002
721,718,4.0,1.0,4.0,"Visitors, The (Visiteurs, Les)",1993
722,249,4.000000000000001,1.0000000000000002,4.0,Immortal Beloved,1994
723,5620,8.0,2.0,4.0,Sweet Home Alabama,2002
724,5596,4.000000000000001,1.0000000000000002,4.0,Spaced Invaders,1990
725,222,16.0,4.0,4.0,Circle of Friends,1995
726,1219,36.0,9.0,4.0,Psycho,1960
727,1277,4.0,1.0,4.0,Cyrano de Bergerac,1990
728,1273,8.000000000000002,2.0000000000000004,4.0,Down by Law,1986
729,4834,4.000000000000001,1.0000000000000002,4.0,Cheech & Chong's Next Movie,1980
730,4823,4.0,1.0,4.0,Serendipity,2001
731,4815,4.0,1.0,4.0,Hearts in Atlantis,2001
732,4734,4.0,1.0,4.0,Jay and Silent Bob Strike Back,2001
733,6774,4.0,1.0,4.0,Videodrome,1983
734,6942,4.0,1.0,4.0,Love Actually,2003
735,6918,4.0,1.0,4.0,"Unvanquished, The (Aparajito)",1957
736,27109,4.0,1.0,4.0,Lady Snowblood (Shurayukihime),1973
737,26934,4.0,1.0,4.0,God of Cookery (Sik san),1996
738,26903,4.000000000000001,1.0000000000000002,4.0,Whisper of the Heart (Mimi wo sumaseba),1995
739,26865,4.0,1.0,4.0,Fist of Legend (Jing wu ying xiong),1994
740,1259,16.0,4.0,4.0,Stand by Me,1986
741,26606,8.0,2.0,4.0,"Chinese Ghost Story, A (Sinnui yauwan)",1987
742,27741,4.0,1.0,4.0,"Twilight Samurai, The (Tasogare Seibei)",2002
743,1264,4.000000000000001,1.0000000000000002,4.0,Diva,1981
744,245,4.0,1.0,4.0,"Glass Shield, The",1994
745,4878,44.00000000000001,11.000000000000002,4.0,Donnie Darko,2001
746,4863,4.000000000000001,1.0000000000000002,4.0,Female Trouble,1975
747,4846,4.0,1.0,4.0,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau),1993
748,700,4.0,1.0,4.0,Angus,1995
749,800,8.0,2.0,4.0,Lone Star,1996
750,613,4.0,1.0,4.0,Jane Eyre,1996
751,605,4.0,1.0,4.0,One Fine Day,1996
752,5060,12.0,3.0,4.0,M*A*S*H (a.k.a. MASH),1970
753,5015,4.0,1.0,4.0,Monster's Ball,2001
754,5014,4.0,1.0,4.0,I Am Sam,2001
755,26662,12.000000000000002,3.0000000000000004,4.0,Kiki's Delivery Service (Majo no takkyûbin),1989
756,5945,16.0,4.0,4.0,About Schmidt,2002
757,5943,4.0,1.0,4.0,Maid in Manhattan,2002
758,5940,4.000000000000001,1.0000000000000002,4.0,Eating Raoul,1982
759,27716,4.0,1.0,4.0,"Green Butchers, The (Grønne slagtere, De)",2003
760,27674,4.0,1.0,4.0,11:14,2003
761,27608,4.0,1.0,4.0,Immortel (ad vitam) (Immortal),2004
762,27592,4.000000000000001,1.0000000000000002,4.0,Sympathy for Mr. Vengeance (Boksuneun naui geot),2002
763,34319,8.0,2.0,4.0,"Island, The",2005
764,34162,4.0,1.0,4.0,Wedding Crashers,2005
765,33660,4.0,1.0,4.0,Cinderella Man,2005
766,30793,12.0,3.0,4.0,Charlie and the Chocolate Factory,2005
767,6163,4.0,1.0,4.0,He Loves Me... He Loves Me Not (À la folie... pas du tout),2002
768,6104,4.000000000000001,1.0000000000000002,4.0,Monty Python Live at the Hollywood Bowl,1982
769,81817,4.000000000000001,1.0000000000000002,4.0,Carlos,2010
770,71579,4.0,1.0,4.0,"Education, An",2009
771,71530,4.000000000000001,1.0000000000000002,4.0,Surrogates,2009
772,71468,8.0,2.0,4.0,Ink,2009
773,71460,4.0,1.0,4.0,Wanted,2009
774,71450,4.000000000000001,1.0000000000000002,4.0,Capitalism: A Love Story,2009
775,71057,4.0,1.0,4.0,9,2009
776,2427,12.0,3.0,4.0,"Thin Red Line, The",1998
777,109374,4.000000000000001,1.0000000000000002,4.0,"Grand Budapest Hotel, The",2014
778,6218,8.0,2.0,4.0,Bend It Like Beckham,2002
779,6380,4.0,1.0,4.0,Capturing the Friedmans,2003
780,106100,4.000000000000001,1.0000000000000002,4.0,Dallas Buyers Club,2013
781,104841,4.000000000000001,1.0000000000000002,4.0,Gravity,2013
782,35,4.0,1.0,4.0,Carrington,1995
783,31685,4.0,1.0,4.0,Hitch,2005
784,72378,4.0,1.0,4.0,2012,2009
785,1083,4.0,1.0,4.0,"Great Race, The",1965
786,1082,8.0,2.0,4.0,"Candidate, The",1972
787,1035,12.0,3.0,4.0,"Sound of Music, The",1965
788,45525,4.0,1.0,4.0,"Lost City, The",2005
789,45074,4.0,1.0,4.0,"Wild, The",2006
790,5528,4.0,1.0,4.0,One Hour Photo,2002
791,41716,4.000000000000001,1.0000000000000002,4.0,"Matador, The",2005
792,6753,4.0,1.0,4.0,Secondhand Lions,2003
793,6734,4.0,1.0,4.0,Memoirs of an Invisible Man,1992
794,6722,4.000000000000001,1.0000000000000002,4.0,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung),1992
795,44191,32.0,8.0,4.0,V for Vendetta,2006
796,5899,4.000000000000001,1.0000000000000002,4.0,Zulu,1964
797,5693,4.0,1.0,4.0,Saturday Night Fever,1977
798,5955,4.0,1.0,4.0,Antwone Fisher,2002
799,1192,4.000000000000001,1.0000000000000002,4.0,Paris Is Burning,1990
800,1188,12.0,3.0,4.0,Strictly Ballroom,1992
801,1179,4.000000000000001,1.0000000000000002,4.0,"Grifters, The",1990
802,1175,16.0,4.0,4.0,Delicatessen,1991
803,1173,4.000000000000001,1.0000000000000002,4.0,"Cook the Thief His Wife & Her Lover, The",1989
804,1171,4.0,1.0,4.0,Bob Roberts,1992
805,1161,4.000000000000001,1.0000000000000002,4.0,"Tin Drum, The (Blechtrommel, Die)",1979
806,43921,4.0,1.0,4.0,Running Scared,2006
807,43836,8.0,2.0,4.0,"Pink Panther, The",2006
808,213,4.0,1.0,4.0,Burnt by the Sun (Utomlyonnye solntsem),1994
809,206,4.0,1.0,4.0,Unzipped,1995
810,205,4.0,1.0,4.0,Unstrung Heroes,1995
811,93040,4.0,1.0,4.0,"Civil War, The",1990
812,194,12.0,3.0,4.0,Smoke,1995
813,96829,4.000000000000001,1.0000000000000002,4.0,"Hunt, The (Jagten)",2012
814,4083,4.0,1.0,4.0,Best Seller,1987
815,4066,4.0,1.0,4.0,I'm Gonna Git You Sucka,1988
816,54004,4.0,1.0,4.0,I Now Pronounce You Chuck and Larry,2007
817,53322,4.0,1.0,4.0,Ocean's Thirteen,2007
818,26242,4.0,1.0,4.0,Duel,1971
819,26203,4.000000000000001,1.0000000000000002,4.0,Colossus: The Forbin Project,1970
820,26131,4.0,1.0,4.0,"Battle of Algiers, The (La battaglia di Algeri)",1966
821,25999,4.000000000000001,1.0000000000000002,4.0,"Wild One, The",1953
822,25771,4.0,1.0,4.0,"Andalusian Dog, An (Chien andalou, Un)",1929
823,1027,4.000000000000001,1.0000000000000002,4.0,Robin Hood: Prince of Thieves,1991
824,1020,12.0,3.0,4.0,Cool Runnings,1993
825,54190,4.0,1.0,4.0,Across the Universe,2007
826,861,4.0,1.0,4.0,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),1992
827,79185,4.0,1.0,4.0,Knight and Day,2010
828,728,8.0,2.0,4.0,Cold Comfort Farm,1995
829,4144,12.000000000000002,3.0000000000000004,4.0,In the Mood For Love (Fa yeung nin wa),2000
